,Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
17658,Motorcycle,37388,5,9,Petrol,Manual,1500,New,Good,New,1
17659,Van,72877,0,5,Diesel,Manual,1500,New,Good,New,0
17660,Truck,54654,3,8,Petrol,Manual,1500,Worn Out,New,Weak,1
17661,SUV,37027,1,9,Electric,Automatic,800,Good,New,Weak,1
17662,Car,34590,0,8,Diesel,Manual,2000,Worn Out,New,New,0
17663,Bus,31680,5,9,Diesel,Manual,2500,New,Good,Good,1
17664,Van,67795,5,8,Petrol,Manual,800,New,Good,New,1
17665,Car,76972,5,7,Electric,Automatic,1000,Good,New,Good,1
17666,SUV,75736,5,1,Petrol,Automatic,2500,New,Good,Weak,1
17667,Bus,49679,1,5,Electric,Automatic,2500,New,New,New,0
17668,Motorcycle,67176,3,1,Electric,Automatic,2000,Worn Out,Good,Good,0
17669,Van,63986,3,2,Diesel,Manual,1000,New,New,New,1
17670,Van,64897,2,6,Electric,Manual,1500,Good,Worn Out,Weak,1
17671,Truck,48846,0,1,Electric,Automatic,1500,New,New,New,0
17672,SUV,59388,1,4,Petrol,Manual,1500,Worn Out,New,Good,0
17673,Motorcycle,46329,0,3,Diesel,Automatic,1000,New,Good,Good,0
17674,Car,52632,0,10,Diesel,Manual,800,New,Worn Out,Weak,1
17675,Van,70056,0,10,Diesel,Manual,1500,Worn Out,New,Weak,1
17676,Car,77416,0,6,Electric,Automatic,2000,Worn Out,Worn Out,New,1
17677,Van,43541,2,8,Electric,Manual,2500,New,New,New,0
17678,Truck,35400,0,8,Petrol,Manual,2500,Worn Out,Good,Weak,1
17679,Van,73456,1,9,Petrol,Manual,2500,Worn Out,New,New,0
17680,Car,74940,3,1,Electric,Automatic,2000,Good,Good,Good,1
17681,SUV,47358,0,8,Petrol,Manual,1500,New,New,Good,0
17682,Truck,59017,5,8,Diesel,Automatic,1500,Worn Out,Worn Out,Good,1
17683,SUV,73121,2,7,Petrol,Manual,2500,Worn Out,New,New,1
17684,SUV,40268,4,5,Diesel,Automatic,1500,Worn Out,New,New,1
17685,Motorcycle,46387,1,10,Diesel,Manual,800,Good,Worn Out,New,1
17686,SUV,56174,5,8,Electric,Manual,2500,New,New,Weak,1
17687,Motorcycle,55413,4,3,Electric,Manual,2000,Worn Out,Good,Good,1
17688,Motorcycle,32196,1,9,Electric,Automatic,2000,Good,Good,Good,0
17689,Truck,35021,0,4,Petrol,Manual,2500,New,Worn Out,New,1
17690,Van,73842,0,10,Electric,Automatic,1500,Worn Out,New,New,0
17691,Truck,66101,3,4,Petrol,Automatic,1000,New,Good,Weak,1
17692,Motorcycle,52517,1,2,Diesel,Manual,1500,New,New,Good,1
17693,Bus,58440,3,6,Petrol,Manual,2000,Good,Worn Out,Weak,1
17694,Motorcycle,32949,5,2,Diesel,Manual,1500,Worn Out,Good,New,1
17695,Van,78686,1,9,Electric,Manual,1000,New,New,New,1
17696,Truck,44451,2,7,Diesel,Automatic,2000,Good,Worn Out,New,1
17697,Truck,66802,2,3,Petrol,Manual,2000,Good,Worn Out,New,1
17698,SUV,79039,1,4,Diesel,Automatic,1500,New,New,Good,0
17699,Van,65179,3,4,Diesel,Manual,2500,New,New,Weak,1
17700,Bus,68704,1,7,Diesel,Manual,1000,New,Worn Out,Weak,1
17701,Truck,69916,3,3,Diesel,Automatic,1000,Worn Out,Worn Out,New,1
17702,Van,40739,2,1,Diesel,Automatic,2000,New,Good,New,0
17703,Car,72024,2,1,Petrol,Automatic,2000,Good,Worn Out,Good,1
17704,Car,70334,0,3,Electric,Manual,2500,New,New,Good,0
17705,Van,53122,5,2,Electric,Automatic,800,New,New,New,1
17706,Truck,79347,5,8,Diesel,Manual,1500,Worn Out,Good,New,1
17707,Van,38696,4,7,Diesel,Automatic,800,Good,New,Good,1
17708,Bus,62145,0,6,Diesel,Automatic,1500,Worn Out,Good,Weak,1
17709,Motorcycle,34408,4,1,Petrol,Automatic,1500,New,New,New,1
17710,Bus,44682,2,1,Electric,Automatic,1500,New,New,Good,1
17711,Motorcycle,76701,1,8,Diesel,Automatic,1500,Worn Out,New,Weak,1
17712,Car,76506,2,2,Diesel,Automatic,800,New,Good,New,1
17713,Truck,64291,4,2,Diesel,Automatic,1000,New,Good,New,1
17714,Van,67852,5,5,Diesel,Automatic,2000,Worn Out,New,Good,1
17715,Bus,79243,1,9,Diesel,Manual,1000,New,Worn Out,New,1
17716,Bus,78219,5,7,Electric,Automatic,2000,New,Good,Weak,1
17717,Truck,69597,4,6,Electric,Automatic,2500,Good,New,New,1
17718,Van,72651,2,8,Electric,Automatic,800,Good,Worn Out,Good,1
17719,Truck,72265,0,9,Electric,Automatic,800,New,Worn Out,Good,1
17720,SUV,79502,1,8,Electric,Manual,800,New,Worn Out,Weak,1
17721,SUV,35379,3,9,Diesel,Manual,2500,Good,Good,New,0
17722,SUV,78095,4,4,Petrol,Automatic,2500,New,New,Good,1
17723,Motorcycle,68674,5,8,Petrol,Automatic,800,New,Good,Weak,1
17724,SUV,65070,1,2,Diesel,Automatic,1500,New,New,Weak,1
17725,Van,45766,4,9,Petrol,Automatic,1500,Worn Out,Good,Weak,1
17726,Car,72942,3,10,Electric,Manual,800,Good,Worn Out,Good,1
17727,SUV,72643,3,8,Electric,Automatic,1000,New,Worn Out,Weak,1
17728,Van,46677,3,3,Petrol,Automatic,1500,Good,Worn Out,Weak,1
17729,Bus,51021,0,9,Electric,Manual,2500,Worn Out,Good,Weak,1
17730,Car,50741,4,6,Diesel,Automatic,2000,Good,Worn Out,Good,1
17731,Motorcycle,67011,0,4,Petrol,Automatic,2000,Good,Worn Out,New,1
17732,Car,38727,0,10,Electric,Manual,2000,Good,New,Good,1
17733,Car,79750,1,6,Electric,Manual,2000,New,Good,Weak,1
17734,SUV,69759,3,8,Petrol,Manual,800,New,New,Good,1
17735,Truck,52904,4,1,Petrol,Automatic,2500,Good,Worn Out,Weak,1
17736,SUV,71604,5,6,Electric,Automatic,1500,Worn Out,Worn Out,New,1
17737,Bus,42991,3,2,Electric,Manual,1500,Worn Out,Worn Out,New,1
17738,SUV,67427,4,1,Diesel,Automatic,2500,Good,Good,New,1
17739,SUV,58328,1,2,Electric,Manual,2500,Good,New,Weak,1
17740,SUV,74965,1,9,Petrol,Automatic,1500,Good,Good,Weak,1
17741,Van,65345,2,5,Diesel,Manual,2000,Worn Out,New,New,0
17742,SUV,65882,2,6,Petrol,Manual,1500,Good,Worn Out,New,1
17743,Bus,63964,5,1,Diesel,Manual,800,Good,Worn Out,Weak,1
17744,SUV,76149,4,3,Diesel,Automatic,1500,New,Good,Good,1
17745,SUV,38080,3,3,Electric,Automatic,1000,Good,New,New,1
17746,Bus,48563,5,9,Electric,Manual,2000,Good,New,Good,1
17747,SUV,35788,3,5,Electric,Automatic,1500,Good,Good,New,1
17748,SUV,64753,5,7,Diesel,Automatic,2000,Worn Out,Good,New,1
17749,Van,61997,3,2,Diesel,Manual,2500,New,Worn Out,New,1
17750,Motorcycle,71040,5,7,Petrol,Manual,2500,New,New,Weak,1
17751,Car,42908,1,1,Diesel,Automatic,2000,Worn Out,New,Weak,1
17752,Bus,76720,1,2,Petrol,Automatic,1500,Worn Out,New,Good,0
17753,Van,33951,5,1,Diesel,Manual,2500,Good,Worn Out,New,1
17754,Motorcycle,75157,0,5,Electric,Manual,2000,Worn Out,New,Weak,1
17755,Truck,51525,3,2,Petrol,Automatic,1000,Worn Out,Worn Out,Weak,1
17756,Bus,48661,3,3,Diesel,Automatic,2500,Worn Out,Worn Out,New,1
17757,Van,34012,1,8,Electric,Manual,2500,Good,New,New,0
17758,Truck,59489,2,5,Petrol,Automatic,2500,New,New,New,0
17759,Bus,49252,1,6,Diesel,Automatic,2000,New,Worn Out,New,1
17760,Bus,42325,0,8,Diesel,Manual,2500,Worn Out,Good,Good,1
17761,Motorcycle,57025,2,10,Diesel,Manual,1000,Worn Out,Good,Weak,1
17762,SUV,38009,2,4,Electric,Automatic,2000,Worn Out,Good,Good,0
17763,Car,74316,5,6,Diesel,Automatic,1000,New,Worn Out,New,1
17764,Car,64248,1,2,Petrol,Automatic,1000,New,New,Weak,1
17765,Motorcycle,52444,1,1,Diesel,Manual,800,Good,New,Weak,1
17766,Car,68415,4,4,Diesel,Manual,1500,Worn Out,Worn Out,Good,1
17767,Car,61021,5,5,Diesel,Automatic,2500,Good,Worn Out,Good,1
17768,Car,69880,5,10,Petrol,Automatic,2500,Worn Out,Worn Out,Weak,1
17769,Van,37707,0,10,Petrol,Manual,1000,Worn Out,Worn Out,Weak,1
17770,Bus,55206,0,7,Diesel,Automatic,2000,New,Good,Weak,1
17771,SUV,78792,3,1,Diesel,Manual,1000,New,New,Good,1
17772,Bus,62454,1,8,Electric,Manual,1000,Good,New,Good,0
17773,Motorcycle,54197,4,10,Petrol,Automatic,800,New,Worn Out,Weak,1
17774,SUV,31538,4,1,Petrol,Automatic,2000,Good,Worn Out,Good,1
17775,Truck,47632,1,8,Diesel,Manual,800,Good,Good,Good,0
17776,Motorcycle,37577,0,2,Petrol,Automatic,1500,Worn Out,New,New,0
17777,Truck,79049,4,5,Diesel,Automatic,1000,Worn Out,New,Good,1
17778,Motorcycle,43475,1,3,Petrol,Automatic,1000,Good,New,New,0
17779,Car,73885,4,7,Electric,Automatic,2000,Good,Worn Out,New,1
17780,SUV,42646,1,2,Diesel,Automatic,1500,New,Good,Good,0
17781,Bus,52738,4,8,Petrol,Automatic,1500,Worn Out,New,Good,1
17782,Car,70566,3,10,Petrol,Manual,1500,Worn Out,New,Good,0
17783,Bus,42408,0,8,Electric,Automatic,1500,Good,Worn Out,Weak,1
17784,Truck,34451,3,4,Electric,Manual,1500,Worn Out,New,Good,1
17785,Motorcycle,74321,5,5,Diesel,Manual,2500,Worn Out,Worn Out,Good,1
17786,Motorcycle,36569,2,10,Petrol,Manual,1000,Worn Out,Worn Out,New,1
17787,Motorcycle,45978,3,8,Electric,Manual,2500,Good,Worn Out,New,1
17788,SUV,48328,2,6,Diesel,Automatic,2500,Good,Good,Good,0
17789,Truck,62414,5,2,Petrol,Automatic,2000,Worn Out,Good,New,1
17790,Bus,76265,5,5,Diesel,Manual,2500,New,Good,Good,1
17791,Car,62114,4,1,Diesel,Manual,2500,Worn Out,Worn Out,New,1
17792,Motorcycle,34276,2,7,Diesel,Automatic,1500,Worn Out,Good,Weak,1
17793,Bus,56789,2,3,Petrol,Manual,1500,New,Good,Good,0
17794,Truck,69077,5,3,Electric,Automatic,2000,Good,Worn Out,New,1
17795,Van,68562,2,8,Diesel,Manual,1500,Good,Worn Out,New,1
17796,Motorcycle,46774,4,5,Petrol,Automatic,800,Worn Out,New,Good,1
17797,Motorcycle,62588,2,8,Electric,Automatic,1000,Good,New,Good,1
17798,Van,40294,0,6,Petrol,Automatic,1000,Good,Worn Out,Weak,1
17799,SUV,33051,1,3,Electric,Manual,1500,Worn Out,New,Good,1
17800,Van,51623,5,5,Diesel,Manual,2500,New,Good,Weak,1
17801,Truck,68326,4,2,Electric,Automatic,2000,Good,Worn Out,New,1
17802,Truck,38987,4,2,Diesel,Automatic,800,Good,Good,Good,1
17803,Car,56043,4,6,Electric,Automatic,2000,Worn Out,Worn Out,Good,1
17804,Car,47661,1,10,Petrol,Automatic,2500,Worn Out,Worn Out,New,1
17805,SUV,37364,1,3,Diesel,Manual,2500,Worn Out,Worn Out,New,1
17806,SUV,60105,3,2,Electric,Automatic,1500,New,New,New,0
17807,Truck,59798,3,7,Diesel,Manual,800,New,Good,New,1
17808,Motorcycle,42115,2,8,Petrol,Manual,2500,Good,Good,Weak,1
17809,Bus,50971,0,3,Petrol,Automatic,2000,Worn Out,Good,Weak,1
17810,Truck,30522,1,6,Diesel,Manual,2500,Worn Out,Worn Out,Good,1
17811,SUV,36979,2,5,Electric,Automatic,2500,New,Worn Out,New,1
17812,Car,59571,2,1,Electric,Manual,1000,Worn Out,Good,New,1
17813,SUV,64818,1,9,Electric,Automatic,2500,New,Worn Out,Weak,1
17814,Car,71449,2,9,Electric,Manual,800,Worn Out,Good,Good,0
17815,Van,44627,4,7,Petrol,Manual,2500,Good,New,Weak,1
17816,SUV,45636,0,8,Petrol,Manual,1500,Worn Out,New,Weak,1
17817,Van,72162,2,9,Electric,Automatic,800,Good,Good,New,1
17818,Truck,65520,5,1,Electric,Automatic,1500,New,Good,Good,1
17819,Truck,43654,4,3,Electric,Automatic,2500,Worn Out,New,Good,1
17820,Car,71066,0,2,Petrol,Manual,1500,Good,Worn Out,New,1
17821,SUV,65707,2,5,Diesel,Manual,1500,New,New,Weak,1
17822,Car,68415,1,9,Diesel,Manual,2500,New,New,Good,0
17823,SUV,66911,5,4,Diesel,Automatic,1500,New,Good,Good,1
17824,Car,59929,0,3,Petrol,Automatic,1500,New,Good,New,0
17825,Truck,46397,5,9,Electric,Manual,800,Worn Out,Good,New,1
17826,Bus,63052,5,4,Petrol,Automatic,2000,New,Worn Out,New,1
17827,SUV,34286,2,10,Petrol,Manual,800,New,Worn Out,Weak,1
17828,SUV,71686,4,4,Diesel,Automatic,1500,Worn Out,Good,Weak,1
17829,Van,67170,3,5,Diesel,Automatic,1000,Worn Out,Worn Out,Good,1
17830,Bus,61161,5,2,Electric,Manual,2500,Worn Out,Worn Out,New,1
17831,Car,54416,4,10,Petrol,Automatic,1500,Good,New,Weak,1
17832,SUV,36434,1,4,Diesel,Automatic,800,Good,Good,Weak,1
17833,SUV,49084,1,4,Diesel,Manual,1500,Good,New,Weak,1
17834,SUV,72427,3,9,Electric,Automatic,2500,New,Good,New,1
17835,SUV,42560,5,1,Electric,Automatic,800,New,Good,Good,1
17836,Van,31059,3,5,Diesel,Automatic,2500,Worn Out,New,Weak,1
17837,Van,63638,0,5,Petrol,Automatic,2000,Good,New,Weak,1
17838,Truck,72208,4,2,Diesel,Automatic,1500,Worn Out,Good,Good,1
17839,Bus,58838,4,8,Electric,Automatic,2000,Good,New,New,1
17840,Car,56847,4,8,Diesel,Automatic,2500,Worn Out,Worn Out,Weak,1
17841,Car,37344,1,4,Electric,Automatic,800,Good,New,Weak,1
17842,Van,68827,5,1,Electric,Automatic,2500,New,New,Weak,1
17843,Bus,52244,3,10,Diesel,Manual,1000,New,Worn Out,Weak,1
17844,Truck,79408,4,7,Petrol,Automatic,800,Worn Out,Worn Out,Good,1
17845,Truck,71297,0,4,Diesel,Automatic,1500,Good,Good,New,0
17846,Car,66964,4,9,Diesel,Manual,1000,New,Worn Out,New,1
17847,Car,60449,0,8,Electric,Automatic,800,Worn Out,Worn Out,Weak,1
17848,Motorcycle,45443,4,7,Diesel,Manual,2500,Worn Out,New,New,1
17849,Car,60204,4,3,Diesel,Manual,1000,Worn Out,Good,New,1
17850,Car,38730,2,3,Petrol,Automatic,1000,New,New,New,0
17851,Van,45324,2,3,Petrol,Manual,800,Worn Out,Worn Out,Weak,1
17852,Bus,42017,1,9,Electric,Automatic,1500,Good,New,New,0
17853,Motorcycle,39810,4,7,Diesel,Automatic,2000,Good,Worn Out,Weak,1
17854,Truck,79459,5,8,Diesel,Automatic,2500,Good,Worn Out,Good,1
17855,SUV,33061,0,1,Diesel,Manual,2000,Good,Good,Good,0
17856,Motorcycle,68707,2,5,Diesel,Automatic,2500,Worn Out,Good,Good,1
17857,Van,53995,0,1,Petrol,Manual,1500,Worn Out,Worn Out,Good,1
17858,Car,67878,5,5,Electric,Manual,2500,Worn Out,Good,Good,1
17859,SUV,47013,4,7,Diesel,Automatic,1500,Worn Out,Good,Weak,1
17860,Motorcycle,67077,5,7,Diesel,Manual,2500,Good,New,Good,1
17861,Van,50837,4,9,Electric,Automatic,800,New,Good,Good,1
17862,SUV,53154,1,6,Diesel,Automatic,1500,Good,New,Good,0
17863,Car,69699,3,4,Diesel,Manual,800,New,Good,New,1
17864,SUV,48680,3,2,Petrol,Manual,2000,Worn Out,New,Good,1
17865,Van,52489,1,3,Electric,Manual,1500,New,New,New,0
17866,Van,32890,5,2,Electric,Automatic,1000,Worn Out,New,New,1
17867,Motorcycle,68525,0,10,Petrol,Manual,1500,New,New,Weak,1
17868,SUV,34759,5,9,Petrol,Manual,1000,New,Worn Out,Weak,1
17869,Motorcycle,51882,2,2,Diesel,Manual,1000,New,Worn Out,Good,1
17870,Motorcycle,43184,3,7,Petrol,Manual,2500,Worn Out,New,New,1
17871,Bus,48754,5,2,Diesel,Manual,1000,New,Good,Weak,1
17872,Bus,45840,1,4,Electric,Manual,1000,Good,Worn Out,Weak,1
17873,Bus,44497,5,2,Electric,Manual,800,Worn Out,New,Weak,1
17874,Car,63040,0,7,Diesel,Automatic,1500,New,Worn Out,Good,1
17875,Car,32819,5,1,Diesel,Manual,1000,Good,Good,New,1
17876,Car,45489,1,4,Diesel,Automatic,2000,New,Worn Out,Weak,1
17877,Motorcycle,62206,3,4,Diesel,Automatic,2000,Good,Worn Out,New,1
17878,Truck,32841,4,9,Petrol,Manual,2000,Good,Worn Out,New,1
17879,Bus,44573,2,2,Petrol,Automatic,1000,Good,New,New,1
17880,Bus,41154,2,6,Electric,Manual,1000,Good,Worn Out,Weak,1
17881,Motorcycle,32448,3,4,Electric,Manual,2500,Worn Out,New,New,1
17882,Bus,64860,3,7,Diesel,Manual,2500,New,Worn Out,New,1
17883,Motorcycle,64103,1,6,Diesel,Automatic,2000,Worn Out,Good,Good,0
17884,SUV,62136,1,2,Petrol,Automatic,2500,New,New,New,0
17885,Truck,52080,5,2,Petrol,Automatic,1500,Worn Out,New,New,1
17886,Van,71399,3,2,Electric,Automatic,1000,New,Worn Out,Weak,1
17887,Motorcycle,53843,1,10,Electric,Automatic,1500,Worn Out,Worn Out,Weak,1
17888,Truck,53031,5,10,Electric,Automatic,2500,New,Worn Out,Weak,1
17889,Truck,39944,4,7,Petrol,Manual,800,New,New,Weak,1
17890,Van,54572,3,6,Diesel,Manual,2000,Good,Good,Good,1
17891,Bus,62447,1,7,Diesel,Automatic,2000,New,Worn Out,Good,1
17892,Bus,38399,4,3,Electric,Manual,1000,Good,New,Weak,1
17893,Motorcycle,61013,3,5,Electric,Automatic,800,New,New,Good,1
17894,Van,33949,4,4,Petrol,Manual,800,Worn Out,Good,Weak,1
17895,Motorcycle,71481,1,7,Electric,Manual,1000,New,Good,New,0
17896,Motorcycle,48858,1,1,Diesel,Automatic,2000,New,New,Good,1
17897,SUV,41561,5,8,Diesel,Automatic,1000,Good,Worn Out,New,1
17898,Bus,77322,2,10,Petrol,Manual,1500,Good,Worn Out,Weak,1
17899,SUV,52611,2,3,Electric,Automatic,800,Good,Worn Out,New,1
17900,Motorcycle,67778,5,9,Electric,Manual,1000,New,New,Good,1
17901,Truck,67036,2,7,Diesel,Automatic,800,New,New,Good,0
17902,Car,67436,4,5,Electric,Automatic,2500,Worn Out,New,New,1
17903,Car,78280,4,4,Diesel,Manual,2000,Worn Out,New,New,1
17904,Truck,35320,2,8,Petrol,Automatic,2500,Worn Out,New,Weak,1
17905,Bus,65118,1,6,Diesel,Manual,800,Good,Worn Out,New,1
17906,SUV,43372,5,10,Diesel,Manual,2500,Good,New,New,1
17907,Motorcycle,43417,5,9,Electric,Automatic,800,New,Good,Weak,1
17908,SUV,58518,4,10,Electric,Automatic,2500,Good,Worn Out,Good,1
17909,SUV,77531,4,3,Diesel,Manual,2000,New,Good,Good,1
17910,Car,63668,2,1,Electric,Manual,800,Worn Out,Good,New,0
17911,Car,38221,3,1,Diesel,Manual,1000,Worn Out,New,New,1
17912,Bus,64599,1,1,Petrol,Automatic,2000,Worn Out,Good,Weak,1
17913,SUV,72364,2,9,Diesel,Automatic,800,Worn Out,Good,Good,0
17914,Van,58833,4,6,Electric,Manual,2000,Worn Out,Worn Out,New,1
17915,Truck,46285,1,4,Petrol,Manual,2000,Worn Out,New,New,0
17916,SUV,73920,3,4,Electric,Manual,2000,Good,New,Good,0
17917,Van,61143,4,10,Diesel,Automatic,2000,New,New,Weak,1
17918,Bus,56544,3,7,Diesel,Automatic,1500,Good,Good,Good,0
17919,Van,30214,3,10,Diesel,Automatic,1000,New,New,Weak,1
17920,Bus,53157,1,8,Petrol,Automatic,2500,Worn Out,New,Weak,1
17921,Motorcycle,35112,1,1,Petrol,Manual,2500,Good,Good,Good,1
17922,SUV,68567,3,1,Electric,Manual,1500,New,Good,Weak,1
17923,Truck,62595,3,5,Electric,Manual,2500,New,Worn Out,Weak,1
17924,Motorcycle,55208,4,2,Diesel,Automatic,2500,Worn Out,Good,Weak,1
17925,Car,43520,3,5,Diesel,Manual,2000,New,New,Weak,1
17926,Motorcycle,57777,0,10,Petrol,Automatic,1500,Worn Out,Good,New,0
17927,Truck,68992,2,7,Electric,Manual,1500,New,Worn Out,Weak,1
17928,Car,33701,4,8,Petrol,Automatic,2000,Good,Worn Out,New,1
17929,Motorcycle,48061,5,8,Diesel,Manual,2500,Worn Out,Worn Out,New,1
17930,SUV,64405,2,6,Diesel,Manual,2500,New,Worn Out,New,1
17931,Truck,66292,3,1,Diesel,Manual,800,Good,Good,Good,1
17932,Truck,38333,0,10,Diesel,Manual,1500,Good,Worn Out,New,1
17933,Car,78999,1,3,Electric,Automatic,2500,Worn Out,New,Good,0
17934,Motorcycle,34239,0,8,Diesel,Automatic,1000,New,New,New,0
17935,Van,45804,1,2,Electric,Automatic,2500,New,Good,Good,0
17936,Truck,65615,3,8,Diesel,Manual,800,New,New,Weak,1
17937,Motorcycle,77825,1,7,Electric,Manual,1500,Worn Out,New,New,1
17938,Car,67062,1,7,Petrol,Manual,1000,New,New,New,0
17939,SUV,67407,0,8,Electric,Automatic,2000,Good,New,New,0
17940,Van,53536,5,8,Diesel,Automatic,800,Good,Worn Out,Good,1
17941,Van,75139,3,4,Electric,Automatic,1000,Worn Out,New,Good,1
17942,Truck,34173,1,9,Petrol,Automatic,2000,Good,New,Weak,1
17943,SUV,77276,1,6,Petrol,Automatic,2000,Worn Out,New,Weak,1
17944,Car,60729,2,1,Petrol,Automatic,2000,New,New,New,1
17945,SUV,32232,1,3,Diesel,Manual,2000,Good,Good,Weak,1
17946,Truck,55039,1,5,Petrol,Automatic,800,New,Good,New,0
17947,Van,44628,4,4,Diesel,Automatic,2000,Worn Out,New,New,1
17948,Truck,53423,3,5,Petrol,Manual,800,Good,Worn Out,New,1
17949,Bus,63603,2,2,Petrol,Automatic,2500,Good,Good,Weak,1
17950,Truck,74950,5,8,Diesel,Manual,1000,Good,Good,Weak,1
17951,Car,47343,2,7,Diesel,Automatic,1500,New,New,Good,1
17952,SUV,64483,0,5,Electric,Automatic,2000,Good,Good,Good,0
17953,Bus,46989,4,6,Diesel,Manual,800,New,Worn Out,Good,1
17954,SUV,47727,3,10,Diesel,Manual,1000,New,New,New,1
17955,Truck,76099,2,8,Petrol,Automatic,800,Worn Out,Good,Good,1
17956,SUV,74862,1,4,Electric,Manual,800,New,Good,Good,0
17957,Truck,32057,0,9,Diesel,Automatic,1000,New,New,Good,1
17958,Car,31768,4,9,Electric,Manual,2000,Good,Worn Out,Good,1
17959,SUV,71456,0,10,Electric,Manual,800,New,Good,Weak,1
17960,Car,70568,0,5,Electric,Manual,2000,New,Good,New,0
17961,Bus,77856,1,2,Petrol,Automatic,1000,Worn Out,Worn Out,New,1
17962,Truck,68552,3,6,Diesel,Manual,2000,Worn Out,Worn Out,Good,1
17963,Motorcycle,35669,2,3,Petrol,Manual,1000,Worn Out,Worn Out,New,1
17964,SUV,45419,1,5,Diesel,Automatic,800,New,New,Weak,1
17965,Car,57804,5,8,Electric,Manual,1500,Good,Good,Weak,1
17966,Van,52074,2,1,Diesel,Automatic,1000,New,Good,New,0
17967,Motorcycle,71666,1,9,Electric,Automatic,1500,Good,Good,Good,0
17968,SUV,73136,2,8,Petrol,Manual,1500,Worn Out,Worn Out,New,1
17969,Truck,42821,5,3,Diesel,Manual,2000,Worn Out,New,Weak,1
17970,Truck,47311,1,3,Electric,Manual,2500,Good,Good,New,0
17971,Motorcycle,42411,0,6,Electric,Automatic,1000,Good,Good,New,0
17972,Car,31522,1,6,Petrol,Automatic,1500,Good,New,Good,0
17973,Van,37011,4,10,Electric,Manual,800,Good,New,New,1
17974,Van,37740,4,8,Petrol,Automatic,2000,Good,Worn Out,Weak,1
17975,SUV,63134,0,1,Petrol,Manual,2500,New,New,New,0
17976,Bus,36076,1,6,Petrol,Automatic,1500,Worn Out,Good,Good,0
17977,Car,74619,5,1,Petrol,Manual,800,Good,Good,New,1
17978,Car,57899,2,8,Electric,Manual,2500,Good,Good,Good,0
17979,Truck,76206,0,9,Diesel,Manual,2500,New,Worn Out,New,1
17980,SUV,41791,0,9,Diesel,Automatic,2000,Worn Out,Good,Weak,1
17981,Van,75765,4,1,Petrol,Manual,1500,Worn Out,Worn Out,New,1
17982,Truck,35106,5,2,Diesel,Automatic,1000,New,Good,Good,1
17983,Car,42656,0,8,Electric,Automatic,1000,Good,Good,Weak,1
17984,Motorcycle,51799,3,2,Electric,Manual,2500,Worn Out,Worn Out,Good,1
17985,Car,57251,2,1,Electric,Manual,1000,Worn Out,Good,New,0
17986,Car,53653,1,4,Petrol,Manual,1000,Worn Out,New,Good,0
17987,Van,47334,1,6,Electric,Manual,2500,New,New,Good,1
17988,Motorcycle,79411,2,8,Diesel,Automatic,2000,Good,Worn Out,Good,1
17989,SUV,35272,1,2,Electric,Manual,1500,New,New,New,0
17990,SUV,36169,5,10,Petrol,Manual,1000,New,Good,Weak,1
17991,Bus,45539,1,7,Electric,Automatic,1500,Good,Worn Out,New,1
17992,Bus,42701,1,7,Petrol,Automatic,1000,New,Good,Weak,1
17993,Motorcycle,56650,3,5,Petrol,Automatic,2500,Good,New,Good,1
17994,Bus,67356,5,10,Electric,Automatic,2500,Worn Out,New,New,1
17995,Bus,35521,4,2,Diesel,Manual,1000,Worn Out,New,Weak,1
17996,SUV,59148,0,7,Petrol,Manual,1000,Worn Out,Good,New,0
17997,SUV,53705,4,5,Diesel,Manual,2500,New,New,Weak,1
17998,Truck,31487,2,4,Electric,Automatic,800,New,Good,Weak,1
17999,Motorcycle,71754,2,8,Diesel,Manual,800,Worn Out,Good,Good,1
18000,Motorcycle,40369,3,5,Petrol,Manual,2500,New,Good,Good,0
18001,Motorcycle,79760,4,8,Electric,Manual,2500,Worn Out,Good,Weak,1
18002,Truck,64278,0,10,Electric,Manual,1000,New,Good,Good,1
18003,Truck,33846,0,4,Petrol,Automatic,2500,Good,New,Good,0
18004,Van,74410,1,3,Diesel,Automatic,800,New,Worn Out,New,1
18005,Car,53053,5,8,Petrol,Manual,2500,Good,Good,New,1
18006,SUV,67575,0,10,Petrol,Manual,2500,Worn Out,Good,Weak,1
18007,Van,75064,5,6,Electric,Manual,1000,New,Worn Out,New,1
18008,Truck,48479,1,6,Electric,Automatic,2000,New,New,Weak,1
18009,Bus,70769,5,3,Diesel,Manual,1000,Worn Out,New,Weak,1
18010,SUV,54116,2,10,Electric,Automatic,2000,New,Good,Weak,1
18011,Truck,65300,5,7,Petrol,Automatic,2000,New,Good,New,1
18012,SUV,70376,3,8,Diesel,Manual,1500,New,New,Good,1
18013,Truck,62042,1,8,Electric,Automatic,1000,Good,Good,Weak,1
18014,Van,77840,1,10,Electric,Manual,1000,Good,Worn Out,Weak,1
18015,Truck,66375,4,1,Petrol,Manual,800,Worn Out,Worn Out,New,1
18016,Bus,42659,4,7,Diesel,Automatic,1000,Good,Good,Weak,1
18017,SUV,42692,5,3,Diesel,Manual,1500,Good,Worn Out,Good,1
18018,Van,48944,0,9,Petrol,Automatic,1500,Worn Out,Good,Good,0
18019,Bus,36791,0,4,Diesel,Manual,1000,New,Good,Weak,1
